vessel_type,speed_kn,cargo_load_t,distance_nm,fuel_type,weather,fuel_consumption_l
Feeder,17.95,1474.2,1405.7,Methanol,Moderate,73.1
Feeder,14.44,2881.5,831.8,LNG,Calm,50.0
Ro-Ro,14.43,3546.4,1809.5,LNG,Rough,153.2
Container,16.29,2519.8,506.6,Hydrogen,Calm,63.5
Handymax,11.23,1745.3,934.3,Hydrogen,Calm,50.0
Container,14.82,7553.8,1704.1,Conventional (HFO/MGO),Rough,287.0
Handymax,18.17,3694.7,1448.4,Hydrogen,Calm,165.0
Handymax,11.33,5442.3,263.5,LNG,Moderate,50.0
Handymax,10.63,3256.4,853.6,Methanol,Rough,50.0
Handymax,14.64,4605.2,1631.3,Hydrogen,Calm,105.7
Handymax,14.59,5854.2,1399.6,Conventional (HFO/MGO),Moderate,103.2
Container,12.82,13073.8,2000.7,Conventional (HFO/MGO),Moderate,253.9
Tanker,16.89,8869.4,607.0,Ammonia,Moderate,135.1
Panamax,16.61,5564.1,1580.3,Ammonia,Moderate,259.4
Container,13.39,9698.6,200.6,Conventional (HFO/MGO),Calm,50.0
Ro-Ro,11.04,3597.1,1714.8,Hydrogen,Calm,50.0
Container,14.22,10879.6,361.2,Methanol,Moderate,57.8
Panamax,12.43,8059.2,511.1,Conventional (HFO/MGO),Calm,50.0
Handymax,14.01,5729.4,1511.9,Hydrogen,Moderate,89.7
Ro-Ro,19.56,7721.1,716.1,Conventional (HFO/MGO),Moderate,140.8
Panamax,18.71,8566.7,845.4,Methanol,Moderate,198.6
Container,18.92,8692.0,1716.4,LNG,Rough,569.8
Handymax,11.31,1941.3,1081.2,LNG,Rough,50.0
Ro-Ro,14.39,3190.1,1860.2,Hydrogen,Moderate,113.8
Handymax,14.49,2103.7,1140.6,Ammonia,Moderate,74.5
Panamax,16.33,4593.7,1910.4,Ammonia,Moderate,261.2
Feeder,12.9,1552.9,520.3,Conventional (HFO/MGO),Moderate,50.0
Container,18.17,4982.2,1461.3,LNG,Moderate,345.2
Feeder,13.92,960.1,1206.2,Conventional (HFO/MGO),Moderate,50.0
Tanker,18.51,2814.0,1954.0,Methanol,Moderate,403.7
Tanker,11.4,11249.3,629.1,Conventional (HFO/MGO),Rough,56.8
Panamax,17.2,2976.3,1028.2,Methanol,Rough,189.6
Tanker,18.95,2898.3,1239.3,Ammonia,Calm,336.7
Container,21.87,13158.3,587.4,Ammonia,Moderate,325.2
Panamax,12.91,2908.5,174.9,Ammonia,Calm,50.0
Panamax,19.68,6592.0,671.7,Conventional (HFO/MGO),Moderate,155.4
Feeder,12.58,1955.2,932.3,Hydrogen,Calm,50.0
Ro-Ro,17.78,3395.2,1213.4,Hydrogen,Moderate,132.4
Handymax,13.39,2462.1,918.0,Conventional (HFO/MGO),Calm,50.0
Container,20.71,10085.9,962.6,Hydrogen,Rough,400.7
Container,14.28,8630.2,1363.0,Methanol,Moderate,194.8
Ro-Ro,19.54,4929.0,2130.2,Ammonia,Rough,434.6
Tanker,11.61,4361.5,759.9,Hydrogen,Moderate,50.0
Tanker,10.26,8645.4,1973.0,LNG,Rough,122.9
Feeder,16.82,871.6,2147.2,LNG,Moderate,67.3
Tanker,10.16,7627.5,998.4,Conventional (HFO/MGO),Moderate,51.2
Handymax,12.03,3798.2,484.1,Methanol,Moderate,50.0
Container,16.94,5075.0,1864.6,Ammonia,Moderate,366.2
Ro-Ro,18.88,2675.6,973.5,Methanol,Moderate,135.6
Feeder,12.82,1051.4,312.3,Ammonia,Moderate,50.0
Handymax,11.05,2386.7,586.6,LNG,Moderate,50.0
Ro-Ro,11.29,4742.4,1562.4,LNG,Moderate,52.0
Ro-Ro,15.25,7104.9,1474.3,Ammonia,Calm,156.3
Ro-Ro,16.88,2409.3,1046.9,Methanol,Rough,114.7
Handymax,12.32,3835.2,1833.6,Conventional (HFO/MGO),Moderate,83.5
Feeder,13.13,1155.4,597.0,Methanol,Moderate,50.0
Feeder,17.09,2315.4,245.5,LNG,Moderate,50.0
Panamax,17.82,1832.0,571.8,Ammonia,Calm,86.7
Handymax,16.73,3966.9,821.1,Methanol,Calm,78.0
Tanker,14.96,11410.9,641.4,Methanol,Moderate,107.9
Feeder,10.09,2174.2,484.6,Hydrogen,Calm,50.0
Panamax,15.71,3576.9,2104.6,LNG,Calm,221.6
Panamax,17.64,3665.8,1282.5,Ammonia,Calm,200.5
Panamax,18.58,7904.9,559.2,Methanol,Calm,119.8
Handymax,13.39,4217.1,1186.6,Methanol,Rough,78.5
Tanker,12.72,8216.6,674.9,Conventional (HFO/MGO),Calm,65.3
Tanker,18.46,4803.0,550.8,Hydrogen,Calm,95.7
Handymax,14.17,4460.6,2023.3,Ammonia,Moderate,148.1
Ro-Ro,14.62,3765.2,2157.6,Hydrogen,Calm,139.2
Tanker,11.61,8193.5,1689.6,Conventional (HFO/MGO),Moderate,117.7
Handymax,14.23,3620.5,1729.8,Conventional (HFO/MGO),Moderate,117.4
Panamax,14.66,6352.0,1681.9,Hydrogen,Rough,194.5
Container,16.32,9483.2,2019.6,Hydrogen,Rough,408.2
Feeder,16.04,2114.4,2005.5,LNG,Calm,63.5
Container,14.15,3614.3,1590.6,Hydrogen,Calm,147.0
Feeder,13.81,1471.5,2166.9,Methanol,Moderate,50.8
Handymax,15.26,5710.6,1346.8,Hydrogen,Moderate,100.7
Ro-Ro,17.63,3742.5,1643.9,LNG,Rough,227.3
Panamax,17.67,1660.9,1763.4,Conventional (HFO/MGO),Moderate,232.9
Container,17.68,6426.3,727.1,Methanol,Calm,183.0
Container,15.57,4953.8,1025.6,Conventional (HFO/MGO),Calm,168.7
Handymax,15.99,2485.0,1118.0,Conventional (HFO/MGO),Calm,82.3
Handymax,12.0,6256.4,816.8,Ammonia,Moderate,50.0
Feeder,13.56,889.9,1579.0,Conventional (HFO/MGO),Calm,50.0
Ro-Ro,19.31,2502.7,1394.3,LNG,Calm,207.8
Handymax,15.9,2319.2,1324.3,Conventional (HFO/MGO),Rough,122.9
Tanker,11.29,3545.5,1099.7,Conventional (HFO/MGO),Moderate,65.5
Feeder,15.13,1543.3,1329.1,Conventional (HFO/MGO),Rough,50.0
Ro-Ro,18.26,5273.6,1690.5,Methanol,Moderate,238.0
Feeder,15.75,2274.4,1523.6,Methanol,Calm,50.0
Feeder,11.25,1428.4,670.4,LNG,Moderate,50.0
Tanker,14.62,3219.6,679.7,Hydrogen,Moderate,61.9
Panamax,13.33,3924.6,345.0,LNG,Calm,50.0
Feeder,11.0,3138.7,1510.2,Conventional (HFO/MGO),Calm,50.0
Panamax,11.99,3554.7,1913.6,Ammonia,Moderate,123.9
Container,22.39,6649.3,1615.9,LNG,Rough,894.2
Panamax,16.81,7000.5,311.8,LNG,Rough,51.8
Ro-Ro,14.06,7433.5,418.1,Methanol,Moderate,50.0
Handymax,17.18,2515.9,760.4,Ammonia,Calm,73.4
Handymax,15.08,3525.3,1624.9,Ammonia,Moderate,127.3
Feeder,12.61,2388.0,426.4,Conventional (HFO/MGO),Moderate,50.0
Panamax,11.28,4601.7,257.1,Hydrogen,Calm,50.0
Panamax,18.67,2521.6,1657.2,Methanol,Moderate,314.8
Tanker,13.02,9219.3,1748.3,Methanol,Moderate,195.2
Panamax,12.48,4770.7,155.4,Hydrogen,Calm,50.0
Ro-Ro,11.44,4527.9,1455.4,Ammonia,Rough,65.2
Container,13.61,8503.3,592.0,Conventional (HFO/MGO),Rough,77.9
Container,15.22,9282.7,1509.2,Ammonia,Calm,244.6
Tanker,13.34,9624.4,1883.5,LNG,Calm,172.7
Handymax,12.5,1512.0,1467.3,Conventional (HFO/MGO),Moderate,58.3
Handymax,11.44,5163.8,426.2,Ammonia,Calm,50.0
Feeder,11.25,1459.1,411.5,Conventional (HFO/MGO),Rough,50.0
Ro-Ro,19.97,4573.2,993.6,Methanol,Rough,196.6
Container,17.89,6502.1,1783.8,Conventional (HFO/MGO),Calm,432.3
Ro-Ro,19.75,2216.3,654.8,Hydrogen,Rough,101.9
Panamax,11.77,6626.8,1313.3,Conventional (HFO/MGO),Moderate,75.9
Ro-Ro,12.44,5528.4,1959.0,LNG,Calm,96.0
Handymax,11.55,5987.9,391.8,Conventional (HFO/MGO),Calm,50.0
Handymax,13.57,5039.3,518.9,LNG,Moderate,50.0
Handymax,16.19,2957.1,1926.5,Conventional (HFO/MGO),Rough,212.9
Feeder,11.89,2742.7,1078.5,LNG,Moderate,50.0
Panamax,12.19,5598.9,1359.9,LNG,Calm,71.9
Feeder,12.8,1378.5,1636.3,Hydrogen,Moderate,50.0
Ro-Ro,19.0,6496.6,1588.9,Conventional (HFO/MGO),Calm,276.0
Panamax,13.86,3886.7,2050.6,Methanol,Calm,178.2
Feeder,16.71,1280.6,1449.5,Methanol,Moderate,52.3
Container,14.25,11510.1,350.8,Conventional (HFO/MGO),Moderate,52.2
Tanker,15.37,7693.1,1324.7,Conventional (HFO/MGO),Moderate,205.0
Feeder,12.21,1605.6,812.3,Ammonia,Moderate,50.0
Panamax,15.46,6176.2,1849.5,Hydrogen,Moderate,204.2
Handymax,14.64,2664.5,1879.3,LNG,Calm,109.9
Container,17.88,11196.4,766.2,LNG,Calm,191.3
Ro-Ro,18.61,2557.9,1408.2,Ammonia,Moderate,214.5
Tanker,16.59,6668.7,563.0,Methanol,Calm,89.5
Ro-Ro,14.56,6041.7,1880.8,Conventional (HFO/MGO),Calm,140.0
Tanker,14.5,3194.9,1801.3,Hydrogen,Calm,146.3
Panamax,17.08,4640.0,1570.1,Hydrogen,Rough,261.6
Panamax,13.18,4634.5,1019.2,Hydrogen,Calm,65.0
Panamax,14.8,7278.1,877.1,Ammonia,Moderate,100.4
Panamax,18.04,6634.6,1139.5,LNG,Calm,200.5
Handymax,13.83,5239.8,969.4,Methanol,Moderate,68.8
Tanker,12.35,3855.6,512.6,Ammonia,Moderate,50.0
Container,14.24,12780.7,1058.5,LNG,Moderate,175.5
Container,12.74,5926.5,1119.4,Conventional (HFO/MGO),Calm,99.1
Handymax,13.16,1772.0,413.2,Conventional (HFO/MGO),Calm,50.0
Tanker,15.59,2769.6,2178.8,Ammonia,Rough,310.7
Panamax,18.21,8722.6,1746.3,Conventional (HFO/MGO),Moderate,400.7
Ro-Ro,11.66,2237.5,1853.2,Ammonia,Calm,64.7
Container,14.68,3088.1,1310.8,LNG,Calm,162.9
Panamax,20.41,6057.7,2120.5,LNG,Calm,518.0
Feeder,16.62,740.9,1432.0,Hydrogen,Moderate,50.0
Ro-Ro,13.19,1492.1,1927.2,Methanol,Moderate,93.2
Tanker,18.94,6604.4,1026.5,Hydrogen,Calm,240.9
Feeder,15.83,1455.6,418.2,Methanol,Rough,50.0
Container,19.59,7127.1,1710.0,LNG,Calm,465.2
Feeder,11.4,2888.9,932.2,Conventional (HFO/MGO),Calm,50.0
Tanker,16.46,4907.9,1677.6,Methanol,Rough,336.6
Handymax,11.14,3193.4,350.0,Ammonia,Calm,50.0
Container,21.19,7619.3,2092.1,Conventional (HFO/MGO),Moderate,816.5
Ro-Ro,15.87,3557.7,2059.4,Conventional (HFO/MGO),Rough,197.8
Tanker,15.74,6500.3,404.9,Hydrogen,Moderate,55.3
Feeder,14.12,1025.7,2057.9,LNG,Calm,50.0
Feeder,16.61,2661.8,164.4,LNG,Calm,50.0
Tanker,10.24,9711.3,460.0,Methanol,Moderate,50.0
Panamax,18.77,4142.2,1499.8,Hydrogen,Rough,308.2
Handymax,13.97,5911.8,220.5,Methanol,Calm,50.0
Handymax,11.38,2569.3,1439.6,Ammonia,Calm,50.0
Feeder,11.82,2981.8,485.1,Methanol,Moderate,50.0
Container,13.3,7202.8,874.7,Conventional (HFO/MGO),Calm,88.9
Container,22.22,4636.8,526.1,Methanol,Moderate,251.8
Container,13.04,3654.2,1694.0,Conventional (HFO/MGO),Calm,157.0
Ro-Ro,14.19,3499.5,1175.3,Conventional (HFO/MGO),Rough,94.8
Handymax,13.68,5605.3,150.4,Conventional (HFO/MGO),Moderate,50.0
Ro-Ro,14.78,4107.2,1978.5,Methanol,Moderate,167.5
Feeder,12.81,1784.6,949.2,Hydrogen,Moderate,50.0
Tanker,15.22,6894.1,1209.4,Ammonia,Moderate,169.2
Handymax,11.93,3995.7,877.0,Hydrogen,Moderate,50.0
Feeder,15.88,1696.8,1280.5,Conventional (HFO/MGO),Moderate,50.0
Panamax,13.07,2594.8,1521.8,Hydrogen,Calm,86.2
Container,15.44,13908.0,472.4,Conventional (HFO/MGO),Calm,95.8
Feeder,11.83,3165.3,434.8,Ammonia,Moderate,50.0
Container,14.72,9158.5,182.9,Methanol,Moderate,50.0
Panamax,19.97,3911.7,488.8,Conventional (HFO/MGO),Calm,96.0
Ro-Ro,15.6,4944.4,1038.5,Conventional (HFO/MGO),Calm,85.2
Ro-Ro,16.6,6400.4,604.1,LNG,Moderate,67.3
Container,22.75,6272.5,1306.8,Methanol,Calm,648.5
Handymax,12.16,6360.1,1488.7,Ammonia,Rough,82.8
Tanker,19.0,9766.4,1223.8,Methanol,Moderate,415.9
Panamax,13.57,4931.8,617.5,Conventional (HFO/MGO),Moderate,51.1
Ro-Ro,19.04,7784.4,1975.9,Hydrogen,Moderate,354.7
Feeder,11.4,963.4,801.0,Ammonia,Moderate,50.0
Handymax,17.0,2210.1,757.8,Conventional (HFO/MGO),Calm,70.0
Handymax,10.37,2321.9,195.8,Hydrogen,Moderate,50.0
Panamax,16.9,7411.6,672.7,Hydrogen,Calm,91.8
Ro-Ro,15.06,3955.3,803.6,LNG,Moderate,59.2
Tanker,17.8,9132.2,234.7,Conventional (HFO/MGO),Calm,54.4
Feeder,10.47,1139.9,1888.1,Conventional (HFO/MGO),Moderate,50.0
Panamax,18.23,6326.3,1973.1,Hydrogen,Moderate,364.0
Feeder,14.45,1296.5,323.3,Ammonia,Calm,50.0
Container,12.26,6162.3,2138.5,Conventional (HFO/MGO),Calm,177.1
Tanker,12.71,7391.0,1450.7,Methanol,Calm,117.9
Ro-Ro,17.1,6640.5,2010.4,Conventional (HFO/MGO),Calm,226.0
Panamax,19.64,3261.4,1074.2,Hydrogen,Calm,181.2
Panamax,15.31,3586.4,1886.6,Hydrogen,Moderate,179.8
Ro-Ro,18.82,5730.7,367.1,Hydrogen,Calm,50.0
Feeder,13.13,2063.8,584.4,Conventional (HFO/MGO),Calm,50.0
Feeder,15.41,910.2,1152.0,LNG,Calm,50.0
Handymax,11.78,5480.2,632.1,Conventional (HFO/MGO),Moderate,50.0
Container,15.29,12666.4,964.2,LNG,Calm,171.5
Container,20.69,13893.0,1229.5,LNG,Moderate,509.3
Feeder,13.87,1027.2,2136.9,Ammonia,Rough,52.8
Tanker,16.12,8631.4,1172.0,LNG,Calm,181.9
Panamax,12.18,7406.1,365.2,LNG,Calm,50.0
Panamax,20.48,2409.9,1964.0,LNG,Calm,401.3
Container,16.07,7532.2,568.2,Hydrogen,Moderate,93.2
Feeder,14.67,1756.6,262.1,Hydrogen,Moderate,50.0
Ro-Ro,17.1,1829.9,577.8,LNG,Moderate,52.7
Tanker,15.86,7830.7,255.6,LNG,Calm,50.0
Panamax,15.54,6458.9,1699.8,Methanol,Rough,257.0
Container,14.9,3822.4,958.2,Conventional (HFO/MGO),Rough,144.7
Tanker,14.7,11922.7,535.8,Conventional (HFO/MGO),Moderate,82.7
Tanker,15.58,6550.8,687.8,Methanol,Calm,107.2
Tanker,17.46,4459.2,1311.3,Hydrogen,Calm,201.3
Panamax,12.34,6604.7,707.1,Hydrogen,Moderate,50.0
Ro-Ro,17.76,4865.7,562.0,LNG,Rough,82.3
Container,16.58,9228.4,1400.3,Conventional (HFO/MGO),Moderate,315.7
Container,14.88,3368.1,1658.6,LNG,Calm,179.2
Tanker,17.07,2597.0,566.0,Methanol,Rough,116.2
Feeder,15.98,2766.1,689.2,Methanol,Rough,50.0
Tanker,11.48,4129.9,348.0,Ammonia,Moderate,50.0
Tanker,12.93,5078.2,467.4,LNG,Moderate,50.0
Panamax,20.27,2652.8,1235.5,Ammonia,Rough,375.8
Panamax,11.22,2292.3,1777.7,Hydrogen,Calm,65.7
Tanker,13.8,3776.5,942.7,Hydrogen,Rough,109.0
Feeder,17.67,2233.6,1258.8,Conventional (HFO/MGO),Moderate,57.3
Feeder,16.86,1273.3,910.6,Ammonia,Calm,50.0
Panamax,16.23,7781.4,1118.2,Hydrogen,Moderate,148.5
Panamax,11.42,5808.0,1467.3,Methanol,Calm,72.7
Ro-Ro,13.92,6873.3,853.9,Methanol,Moderate,73.6
Panamax,15.23,3025.8,559.1,Conventional (HFO/MGO),Moderate,55.7
Ro-Ro,14.56,3073.3,2035.9,Ammonia,Moderate,131.3
Panamax,19.71,2734.1,317.4,Hydrogen,Rough,70.6
Tanker,15.5,7704.5,1760.9,Hydrogen,Rough,293.1
Panamax,18.17,4002.8,1980.4,Hydrogen,Moderate,319.2
Panamax,20.43,2516.5,1690.9,Ammonia,Calm,394.0
Panamax,19.55,2503.6,417.9,LNG,Moderate,76.6
Handymax,12.07,5431.9,1427.7,Conventional (HFO/MGO),Moderate,57.8
Tanker,17.17,4951.6,496.8,Methanol,Calm,102.6
Container,22.49,8210.7,1396.6,Conventional (HFO/MGO),Calm,624.7
Feeder,17.46,1589.6,1753.2,Methanol,Calm,63.3
Container,18.88,9227.1,1945.8,Ammonia,Rough,639.3
Feeder,14.4,3487.4,1154.8,Conventional (HFO/MGO),Calm,50.0
Ro-Ro,12.59,2553.1,207.2,Conventional (HFO/MGO),Moderate,50.0
Tanker,14.61,5505.1,955.7,Conventional (HFO/MGO),Calm,118.5
Container,13.22,4503.8,540.1,Hydrogen,Calm,50.0
Container,14.68,3485.6,1934.7,LNG,Calm,275.8
Container,13.36,11458.6,276.2,Methanol,Moderate,50.0
Container,14.22,8164.5,2158.7,Conventional (HFO/MGO),Calm,273.4
Panamax,17.41,3619.2,1407.2,Conventional (HFO/MGO),Calm,211.9
Feeder,15.45,2394.4,1888.7,LNG,Rough,60.4
Ro-Ro,11.17,7392.6,1412.3,Hydrogen,Calm,53.5
Container,21.17,11848.5,1196.7,Hydrogen,Calm,467.5
Feeder,14.35,2036.0,1441.2,Hydrogen,Moderate,50.0
Ro-Ro,18.74,4430.4,495.5,Ammonia,Moderate,90.1
Container,21.8,3293.0,739.2,Methanol,Rough,335.1
Handymax,11.73,3217.6,1085.1,Methanol,Moderate,50.0
Handymax,15.9,4184.6,1507.3,LNG,Calm,123.8
Ro-Ro,19.56,3613.4,1392.6,LNG,Moderate,208.2
Ro-Ro,14.91,6993.9,480.0,LNG,Moderate,50.0
Panamax,18.21,1876.0,1870.9,Ammonia,Moderate,346.2
Container,13.64,8432.6,1051.9,LNG,Rough,139.6
Panamax,13.49,6381.5,249.1,Hydrogen,Calm,50.0
Panamax,14.17,7355.0,384.9,Hydrogen,Moderate,50.0
Handymax,10.32,2679.6,1398.6,Conventional (HFO/MGO),Rough,50.0
Ro-Ro,17.23,5149.1,1208.1,Hydrogen,Rough,149.2
Handymax,12.36,5492.8,2192.9,Ammonia,Rough,125.5
Feeder,10.76,2226.5,851.4,Ammonia,Moderate,50.0
Feeder,11.85,701.7,1025.9,Conventional (HFO/MGO),Moderate,50.0
Handymax,17.26,2985.3,1187.4,Hydrogen,Moderate,102.1
Tanker,16.48,6887.7,1679.2,Methanol,Calm,274.8
Tanker,17.89,4751.3,1158.6,LNG,Moderate,248.4
Ro-Ro,12.67,4592.6,2021.7,LNG,Calm,90.0
Panamax,15.52,6920.1,1065.1,Ammonia,Calm,129.9
Container,18.73,12066.1,427.6,Conventional (HFO/MGO),Rough,157.6
Handymax,18.05,5502.2,1226.0,Methanol,Calm,153.6
Tanker,17.03,5516.1,1573.9,LNG,Calm,310.4
Ro-Ro,15.53,4591.7,2181.4,LNG,Rough,205.1
Tanker,18.27,9140.7,1967.7,Conventional (HFO/MGO),Moderate,480.3
Panamax,14.89,4280.9,951.1,Hydrogen,Moderate,82.8
Feeder,15.18,1821.3,260.6,Hydrogen,Rough,50.0
Container,17.02,5904.3,1532.9,Methanol,Calm,277.1
Handymax,19.0,4214.8,285.8,Conventional (HFO/MGO),Moderate,50.0
Feeder,16.04,1816.8,1031.0,Ammonia,Rough,50.0
Feeder,13.18,1379.0,1596.1,Methanol,Moderate,50.0
Tanker,15.24,6982.6,1713.4,Methanol,Calm,269.2
Handymax,16.23,5943.4,1726.6,LNG,Calm,147.9
Container,12.64,9997.3,1806.4,LNG,Calm,160.0
Tanker,18.15,8305.4,1996.3,Methanol,Moderate,496.2
Handymax,12.05,3069.9,1691.4,Hydrogen,Calm,52.3
Container,21.64,8217.7,1873.3,LNG,Rough,1000.3
Handymax,12.04,5464.1,1830.8,Hydrogen,Calm,67.6
Panamax,12.7,7693.6,685.2,Methanol,Rough,59.9
Panamax,17.0,3725.5,1804.9,Ammonia,Moderate,272.3
Ro-Ro,11.53,7989.7,1868.4,LNG,Calm,78.2
Panamax,16.58,4412.4,931.7,Conventional (HFO/MGO),Calm,127.5
Ro-Ro,13.23,4585.2,1333.6,Methanol,Moderate,88.8
Tanker,10.35,10393.7,1938.2,LNG,Rough,122.3
Handymax,18.05,3350.4,1764.0,Hydrogen,Rough,219.7
Container,16.16,5198.8,902.5,Methanol,Moderate,155.6
Feeder,15.69,1510.5,1293.4,LNG,Calm,50.0
Tanker,16.58,8025.5,951.6,Hydrogen,Moderate,145.8
Tanker,15.25,7491.9,2019.6,Methanol,Calm,300.2
Handymax,14.97,5174.9,1632.5,LNG,Rough,136.0
Handymax,18.94,5697.6,1031.9,LNG,Calm,145.2
Handymax,18.56,5192.0,963.3,Ammonia,Calm,132.7
Handymax,11.11,1708.1,463.7,LNG,Calm,50.0
Container,16.81,8144.5,2118.3,LNG,Moderate,428.1
Container,19.91,9026.4,1167.6,Hydrogen,Moderate,368.9
Feeder,12.17,1694.6,1028.5,LNG,Moderate,50.0
Container,19.78,6528.4,166.3,LNG,Calm,55.2
Panamax,15.95,5934.3,2063.5,Conventional (HFO/MGO),Moderate,284.0
Container,20.73,5718.3,2046.2,LNG,Moderate,813.8
Handymax,18.16,6455.6,1919.2,LNG,Calm,245.8
Container,16.23,9092.8,2136.2,LNG,Calm,414.4
Handymax,13.63,1627.7,1910.1,LNG,Calm,83.3
Panamax,15.76,3827.2,970.1,LNG,Moderate,114.5
Handymax,12.99,4341.3,1998.5,Ammonia,Calm,105.3
Feeder,16.78,2295.6,1630.3,Ammonia,Moderate,65.6
Handymax,12.26,5421.2,1187.8,Ammonia,Calm,53.9
Feeder,14.55,2609.8,900.0,Hydrogen,Rough,50.0
Feeder,12.18,1670.7,2014.7,Ammonia,Calm,50.0
Ro-Ro,17.69,7050.4,1665.8,Hydrogen,Rough,285.8
Container,21.32,9136.2,359.2,Hydrogen,Calm,120.0
Container,17.98,11508.6,1867.1,Hydrogen,Calm,523.6
Container,14.5,7102.8,1274.6,Methanol,Moderate,191.2
Handymax,14.39,5657.3,1321.1,Conventional (HFO/MGO),Calm,93.2
Container,15.6,6596.5,1662.9,Conventional (HFO/MGO),Moderate,256.4
Feeder,15.76,3205.0,1995.9,Hydrogen,Moderate,69.4
Panamax,20.36,5428.3,1254.5,LNG,Rough,344.1
Panamax,18.58,7780.1,250.4,Conventional (HFO/MGO),Calm,50.4
Container,12.95,5801.1,814.3,Methanol,Calm,85.2
Feeder,15.88,738.0,1026.4,Hydrogen,Calm,50.0
Panamax,15.23,7827.6,179.4,Ammonia,Calm,50.0
Panamax,20.21,2998.2,1781.1,LNG,Calm,359.6
Handymax,18.5,4344.4,1451.8,Methanol,Calm,185.1
Panamax,19.2,3115.9,824.1,Conventional (HFO/MGO),Moderate,147.1
Feeder,10.03,1958.9,1664.7,Methanol,Calm,50.0
Container,21.99,11520.4,155.0,Conventional (HFO/MGO),Moderate,71.0
Ro-Ro,15.87,4823.6,565.1,Ammonia,Calm,50.3
Tanker,17.49,10509.0,1443.6,Hydrogen,Moderate,326.9
Tanker,17.94,11960.1,977.2,Ammonia,Moderate,299.1
Container,19.0,7594.6,1073.8,Conventional (HFO/MGO),Calm,344.9
Panamax,16.32,2603.0,1291.6,Hydrogen,Calm,123.1
Panamax,19.83,4259.6,1376.9,LNG,Rough,328.6
Feeder,11.09,1475.6,344.2,Ammonia,Moderate,50.0
Ro-Ro,16.63,3380.2,2058.8,Hydrogen,Moderate,204.3
Panamax,15.23,3977.6,221.7,Ammonia,Calm,50.0
Panamax,20.55,2136.9,1412.7,Methanol,Moderate,344.3
Container,18.36,10523.0,1919.7,Methanol,Calm,622.2
Ro-Ro,13.83,2401.2,2130.6,Hydrogen,Calm,94.9
Feeder,10.62,681.7,281.2,Hydrogen,Calm,50.0
Container,15.76,6504.3,1380.5,Ammonia,Calm,234.7
Feeder,12.74,1787.5,172.8,LNG,Rough,50.0
Feeder,10.05,2402.1,1324.9,Ammonia,Calm,50.0
Container,13.6,13597.3,408.7,Hydrogen,Moderate,55.0
Tanker,18.71,7892.4,681.3,Conventional (HFO/MGO),Moderate,189.6
Panamax,20.33,7395.7,1459.8,Ammonia,Calm,376.4
Container,13.86,7658.9,731.5,Conventional (HFO/MGO),Moderate,97.1
Feeder,14.43,1615.5,1600.5,Methanol,Calm,50.0
Handymax,14.81,3155.3,834.7,Hydrogen,Calm,50.0
Ro-Ro,15.01,6403.3,1662.0,Methanol,Calm,141.7
Ro-Ro,12.75,5399.2,408.1,Conventional (HFO/MGO),Calm,50.0
Handymax,18.37,5432.8,790.8,Hydrogen,Moderate,98.1
Panamax,14.48,1608.4,342.6,Hydrogen,Moderate,50.0
Tanker,17.72,9514.6,997.5,Methanol,Calm,248.2
Ro-Ro,14.65,6675.5,590.8,Methanol,Calm,50.0
Handymax,13.59,4938.2,844.7,Conventional (HFO/MGO),Moderate,52.6
Feeder,10.36,2866.4,451.6,Ammonia,Moderate,50.0
Tanker,11.92,8591.9,407.3,Hydrogen,Calm,50.0
Tanker,16.33,7481.3,1424.3,LNG,Moderate,233.4
Feeder,10.64,1971.7,1685.0,Ammonia,Calm,50.0
Feeder,14.58,1725.3,1515.5,LNG,Moderate,50.0
Handymax,16.91,4387.4,417.8,LNG,Calm,50.0
Tanker,12.94,2159.0,440.3,Ammonia,Calm,50.0
Feeder,13.6,2613.6,247.4,Hydrogen,Moderate,50.0
Ro-Ro,18.68,2933.5,1176.7,Hydrogen,Moderate,144.7
Handymax,12.8,1647.9,1719.7,Ammonia,Moderate,74.1
Panamax,13.79,5704.7,2198.2,Ammonia,Calm,179.4
Feeder,10.82,2827.8,1150.7,Ammonia,Rough,50.0
Tanker,16.96,2537.1,1436.9,Hydrogen,Rough,243.2
Feeder,15.17,2119.9,1282.6,Ammonia,Moderate,50.0
Container,18.81,6319.2,767.9,Conventional (HFO/MGO),Calm,223.0
Feeder,15.02,2869.0,1962.0,Ammonia,Calm,60.3
Feeder,10.77,2332.1,729.4,LNG,Rough,50.0
Panamax,20.85,8663.0,1746.2,LNG,Moderate,556.3
Tanker,17.92,3022.3,1285.8,Hydrogen,Moderate,251.0
Panamax,11.22,3916.9,259.7,Conventional (HFO/MGO),Calm,50.0
Container,19.41,2702.5,1871.0,Hydrogen,Calm,412.2
Container,22.23,11982.2,1754.5,Methanol,Moderate,900.4
Feeder,11.16,1246.1,2168.5,Hydrogen,Rough,50.0
Tanker,12.07,7054.7,608.7,LNG,Moderate,50.3
Container,15.05,11507.4,812.7,Conventional (HFO/MGO),Moderate,147.9
Handymax,12.76,5101.0,736.4,Hydrogen,Moderate,50.0
Ro-Ro,19.84,5735.1,2026.7,Ammonia,Calm,369.5
Container,15.05,8655.6,1671.1,Conventional (HFO/MGO),Moderate,308.7
Handymax,18.34,5461.9,1890.6,Methanol,Calm,248.2
Handymax,18.78,1360.6,820.6,Hydrogen,Calm,83.8
